sales_key,date_key,sku_key,store_key,supplier_key,quantity_sold,unit_selling_price,discount_applied,is_promotion_active,competitor_price
22974,20260419,110,1,3,3,206.67,0.0,False,203.92
22975,20260419,111,1,8,5,557.6,278.8,True,558.09
22976,20260419,121,1,10,4,636.43,0.0,False,608.21
22977,20260419,130,1,3,7,243.53,0.0,False,260.02
22978,20260419,135,1,1,7,707.96,0.0,False,682.89
22979,20260419,141,1,2,5,339.01,0.0,False,341.62
22980,20260419,147,1,8,1,163.8,0.0,False,167.07
22981,20260419,150,1,7,7,501.62,0.0,False,519.35
22982,20260419,1,2,7,8,427.52,0.0,False,441.91
22983,20260419,2,2,3,1,449.68,0.0,False,458.21
22984,20260419,6,2,9,8,518.23,0.0,False,569.03
22985,20260419,8,2,4,7,148.91,0.0,False,162.31
22986,20260419,14,2,6,10,530.82,0.0,False,488.38
22987,20260419,20,2,4,8,697.92,0.0,False,754.51
22988,20260419,22,2,2,5,471.29,0.0,False,485.25
22989,20260419,30,2,1,5,733.32,0.0,False,781.89
22990,20260419,32,2,10,4,608.03,0.0,False,642.25
22991,20260419,39,2,1,3,328.67,0.0,False,301.75
22992,20260419,42,2,2,1,603.01,0.0,False,625.83
22993,20260419,43,2,2,2,350.68,0.0,False,340.3
22994,20260419,45,2,7,10,336.44,0.0,False,368.45
22995,20260419,49,2,8,5,97.63,0.0,False,102.79
22996,20260419,51,2,2,5,283.97,0.0,False,280.63
22997,20260419,52,2,9,1,39.82,0.0,False,41.22
22998,20260419,53,2,9,8,501.67,0.0,False,491.93
22999,20260419,56,2,4,6,182.3,0.0,False,187.38
23000,20260419,59,2,5,8,300.08,0.0,False,322.05
23001,20260419,66,2,9,8,63.66,0.0,False,60.57
23002,20260419,69,2,3,8,763.32,0.0,False,713.6
23003,20260419,70,2,1,6,236.35,0.0,False,246.74
23004,20260419,72,2,6,10,174.33,0.0,False,172.16
23005,20260419,74,2,4,2,184.46,0.0,False,188.06
23006,20260419,75,2,6,5,339.64,0.0,False,357.62
23007,20260419,77,2,2,6,583.84,0.0,False,607.09
23008,20260419,80,2,9,6,502.44,0.0,False,500.11
23009,20260419,85,2,8,10,163.15,0.0,False,170.92
23010,20260419,88,2,6,5,454.13,0.0,False,420.97
23011,20260419,90,2,6,10,360.1,0.0,False,350.79
23012,20260419,93,2,8,9,38.79,0.0,False,42.61
23013,20260419,94,2,3,8,554.62,0.0,False,564.21
23014,20260419,96,2,6,8,723.03,0.0,False,707.69
23015,20260419,102,2,1,6,452.34,0.0,False,484.63
23016,20260419,105,2,5,2,804.99,0.0,False,812.12
23017,20260419,109,2,9,3,757.46,0.0,False,733.17
23018,20260419,110,2,10,3,206.67,0.0,False,209.04
23019,20260419,112,2,2,6,579.8,0.0,False,556.18
23020,20260419,120,2,3,7,643.79,0.0,False,668.83
23021,20260419,123,2,10,2,406.78,0.0,False,427.39
23022,20260419,127,2,10,10,794.94,0.0,False,868.99
23023,20260419,131,2,10,7,722.1,0.0,False,669.51
23024,20260419,132,2,3,3,557.78,0.0,False,579.18
23025,20260419,133,2,5,6,82.08,0.0,False,79.7
23026,20260419,138,2,9,4,27.67,0.0,False,25.82
23027,20260419,143,2,1,1,640.58,0.0,False,664.13
23028,20260419,4,3,8,4,416.76,0.0,False,435.55
23029,20260419,5,3,8,7,90.27,0.0,False,93.72
23030,20260419,8,3,4,9,148.91,0.0,False,142.45
23031,20260419,9,3,7,7,108.7,0.0,False,114.63
23032,20260419,18,3,3,5,606.6,0.0,False,647.42
23033,20260419,19,3,5,10,42.25,0.0,False,42.44
23034,20260419,21,3,9,1,508.06,0.0,False,542.71
23035,20260419,23,3,5,2,696.04,0.0,False,630.39
23036,20260419,28,3,5,10,623.27,0.0,False,606.73
23037,20260419,31,3,4,3,60.98,0.0,False,62.39
23038,20260419,38,3,8,6,375.47,225.28,True,373.32
23039,20260419,39,3,3,3,328.67,0.0,False,351.11
23040,20260419,41,3,4,1,663.34,0.0,False,607.0
23041,20260419,44,3,3,8,650.5,520.4,True,680.19
23042,20260419,46,3,7,6,93.46,0.0,False,87.38
23043,20260419,48,3,5,7,223.93,0.0,False,244.05
23044,20260419,49,3,1,4,97.63,0.0,False,92.41
23045,20260419,53,3,1,9,501.67,0.0,False,519.27
23046,20260419,54,3,8,4,329.46,0.0,False,349.05
23047,20260419,57,3,1,5,99.94,0.0,False,105.64
23048,20260419,59,3,7,9,300.08,0.0,False,301.05
23049,20260419,62,3,9,1,512.05,0.0,False,462.25
23050,20260419,63,3,2,3,297.88,0.0,False,309.32
23051,20260419,66,3,6,2,63.66,0.0,False,58.67
23052,20260419,73,3,6,9,537.63,0.0,False,532.81
23053,20260419,74,3,10,8,184.46,0.0,False,180.96
23054,20260419,75,3,2,6,339.64,0.0,False,329.86
23055,20260419,78,3,10,6,173.01,0.0,False,179.54
23056,20260419,80,3,5,1,502.44,0.0,False,525.49
23057,20260419,82,3,3,9,493.24,0.0,False,529.02
23058,20260419,87,3,9,3,182.16,0.0,False,168.02
23059,20260419,90,3,10,8,360.1,0.0,False,341.2
23060,20260419,91,3,6,7,300.54,0.0,False,300.67
23061,20260419,92,3,5,10,38.43,0.0,False,37.98
23062,20260419,95,3,3,5,154.99,0.0,False,143.28
23063,20260419,104,3,6,9,846.93,0.0,False,835.72
23064,20260419,105,3,8,4,804.99,0.0,False,858.9
23065,20260419,107,3,8,3,278.42,0.0,False,251.03
23066,20260419,111,3,6,4,557.6,0.0,False,575.56
23067,20260419,113,3,1,6,447.09,0.0,False,443.72
23068,20260419,117,3,6,2,614.33,122.87,True,597.36
23069,20260419,119,3,7,8,297.48,0.0,False,281.83
23070,20260419,124,3,6,1,146.99,14.7,True,148.16
23071,20260419,129,3,7,6,645.79,0.0,False,621.84
23072,20260419,134,3,8,10,204.83,0.0,False,202.2
23073,20260419,137,3,4,8,135.85,0.0,False,123.15
23074,20260419,140,3,5,2,224.01,0.0,False,209.6
23075,20260419,141,3,1,6,339.01,0.0,False,338.79
23076,20260419,143,3,7,3,640.58,0.0,False,681.16
23077,20260419,146,3,6,7,40.78,0.0,False,41.53
23078,20260419,1,4,7,4,427.52,0.0,False,394.93
23079,20260419,2,4,9,10,449.68,0.0,False,457.46
23080,20260419,4,4,3,8,416.76,0.0,False,396.28
23081,20260419,5,4,10,10,90.27,0.0,False,94.78
23082,20260419,6,4,5,4,518.23,0.0,False,498.29
23083,20260419,16,4,3,2,512.21,0.0,False,530.73
23084,20260419,19,4,3,1,42.25,0.0,False,40.87
23085,20260419,22,4,8,6,471.29,0.0,False,456.65
23086,20260419,24,4,7,9,545.85,0.0,False,596.71
23087,20260419,25,4,2,5,153.52,0.0,False,138.27
23088,20260419,26,4,8,2,37.29,0.0,False,37.27
23089,20260419,31,4,2,6,60.98,0.0,False,61.01
23090,20260419,42,4,8,5,603.01,0.0,False,617.52
23091,20260419,44,4,8,6,650.5,0.0,False,597.13
23092,20260419,45,4,1,7,336.44,0.0,False,368.02
23093,20260419,49,4,10,3,97.63,0.0,False,103.02
23094,20260419,59,4,2,2,300.08,60.02,True,308.67
23095,20260419,65,4,1,7,798.52,0.0,False,875.15
23096,20260419,68,4,8,10,417.57,0.0,False,435.84
23097,20260419,72,4,6,8,174.33,0.0,False,176.53
23098,20260419,73,4,6,3,537.63,0.0,False,553.18
23099,20260419,76,4,2,2,202.69,0.0,False,184.32
23100,20260419,78,4,9,10,173.01,0.0,False,163.3
23101,20260419,84,4,10,1,390.41,0.0,False,398.82
23102,20260419,88,4,1,9,454.13,0.0,False,453.01
23103,20260419,92,4,1,3,38.43,0.0,False,39.05
23104,20260419,93,4,10,3,38.79,0.0,False,39.16
23105,20260419,109,4,6,1,757.46,0.0,False,821.16
23106,20260419,112,4,2,1,579.8,0.0,False,599.3
23107,20260419,114,4,7,2,217.44,0.0,False,213.63
23108,20260419,116,4,3,4,506.55,0.0,False,478.53
23109,20260419,117,4,4,6,614.33,0.0,False,602.6
23110,20260419,119,4,7,1,297.48,0.0,False,286.5
23111,20260419,123,4,6,2,406.78,0.0,False,374.05
23112,20260419,124,4,10,1,146.99,0.0,False,138.39
23113,20260419,125,4,8,7,105.26,0.0,False,106.28
23114,20260419,132,4,1,3,557.78,0.0,False,595.75
23115,20260419,133,4,9,7,82.08,0.0,False,88.32
23116,20260419,134,4,7,8,204.83,0.0,False,215.85
23117,20260419,135,4,9,1,707.96,0.0,False,736.64
23118,20260419,137,4,3,3,135.85,0.0,False,128.53
23119,20260419,140,4,7,4,224.01,0.0,False,213.13
23120,20260419,145,4,3,2,250.74,0.0,False,258.05
23121,20260419,148,4,4,6,304.97,182.98,True,325.49
23122,20260419,149,4,5,2,153.75,0.0,False,151.72
23123,20260419,3,5,2,9,154.25,0.0,False,152.52
23124,20260419,4,5,9,4,416.76,0.0,False,427.45
23125,20260419,7,5,8,3,557.67,0.0,False,551.63
23126,20260419,9,5,3,10,108.7,0.0,False,98.17
23127,20260419,10,5,4,4,68.48,0.0,False,71.49
23128,20260419,11,5,5,10,697.43,0.0,False,737.33
23129,20260419,14,5,2,9,530.82,0.0,False,545.45
23130,20260419,17,5,6,7,345.67,0.0,False,349.12
23131,20260419,20,5,7,2,697.92,0.0,False,740.05
23132,20260419,21,5,3,4,508.06,0.0,False,523.26
23133,20260419,23,5,7,3,696.04,0.0,False,752.55
23134,20260419,24,5,8,1,545.85,0.0,False,599.81
23135,20260419,27,5,9,6,592.88,0.0,False,582.41
23136,20260419,30,5,9,6,733.32,0.0,False,730.57
23137,20260419,33,5,8,4,340.22,0.0,False,334.05
23138,20260419,39,5,3,9,328.67,0.0,False,356.18
23139,20260419,41,5,3,4,663.34,0.0,False,692.13
23140,20260419,45,5,2,1,336.44,0.0,False,369.5
23141,20260419,47,5,10,4,708.87,0.0,False,711.04
23142,20260419,51,5,7,10,283.97,0.0,False,312.26
23143,20260419,53,5,10,8,501.67,0.0,False,462.61
23144,20260419,55,5,1,4,249.41,0.0,False,257.03
23145,20260419,56,5,1,3,182.3,0.0,False,196.76
23146,20260419,57,5,7,1,99.94,0.0,False,92.11
23147,20260419,61,5,6,9,161.28,0.0,False,151.09
23148,20260419,65,5,9,4,798.52,0.0,False,768.51
23149,20260419,67,5,5,1,468.26,0.0,False,500.02
23150,20260419,71,5,5,3,795.69,0.0,False,830.88
23151,20260419,73,5,3,10,537.63,0.0,False,588.1
23152,20260419,79,5,2,1,539.44,0.0,False,549.63
23153,20260419,84,5,1,5,390.41,0.0,False,393.1
23154,20260419,91,5,5,3,300.54,0.0,False,271.17
23155,20260419,92,5,9,5,38.43,0.0,False,40.89
23156,20260419,93,5,8,3,38.79,0.0,False,40.86
23157,20260419,94,5,5,1,554.62,0.0,False,598.44
23158,20260419,97,5,3,8,456.24,0.0,False,485.74
23159,20260419,99,5,3,8,436.57,0.0,False,438.6
23160,20260419,101,5,1,1,529.42,0.0,False,507.03
23161,20260419,106,5,2,9,520.47,0.0,False,490.92
23162,20260419,108,5,4,1,321.35,32.14,True,348.51
23163,20260419,118,5,7,2,288.84,0.0,False,271.07
23164,20260419,121,5,7,4,636.43,0.0,False,625.68
23165,20260419,126,5,5,5,632.86,0.0,False,665.82
23166,20260419,131,5,6,8,722.1,0.0,False,663.3
23167,20260419,132,5,1,8,557.78,0.0,False,600.64
23168,20260419,133,5,6,8,82.08,0.0,False,86.63
23169,20260419,139,5,3,4,595.48,0.0,False,537.05
23170,20260419,143,5,7,9,640.58,0.0,False,629.21
23171,20260419,147,5,6,7,163.8,114.66,True,156.88
23172,20260419,150,5,1,4,501.62,0.0,False,473.33
23173,20260419,4,6,3,1,416.76,0.0,False,425.62
23174,20260419,9,6,6,2,108.7,0.0,False,108.22
23175,20260419,12,6,2,7,741.38,0.0,False,746.01
23176,20260419,16,6,5,4,512.21,0.0,False,542.01
23177,20260419,18,6,10,9,606.6,0.0,False,616.5
23178,20260419,23,6,1,3,696.04,0.0,False,636.63
23179,20260419,29,6,3,2,245.81,0.0,False,221.3
23180,20260419,31,6,6,5,60.98,0.0,False,58.95
23181,20260419,35,6,2,8,101.36,0.0,False,111.26
23182,20260419,36,6,2,1,496.39,0.0,False,482.93
23183,20260419,38,6,3,1,375.47,0.0,False,354.42
23184,20260419,43,6,5,4,350.68,0.0,False,378.44
23185,20260419,45,6,9,9,336.44,0.0,False,340.06
23186,20260419,46,6,5,9,93.46,0.0,False,86.57
23187,20260419,49,6,8,8,97.63,0.0,False,105.51
23188,20260419,52,6,3,9,39.82,0.0,False,39.97
23189,20260419,53,6,6,5,501.67,0.0,False,539.7
23190,20260419,57,6,9,10,99.94,0.0,False,108.51
23191,20260419,60,6,2,6,115.47,0.0,False,105.96
23192,20260419,62,6,8,1,512.05,0.0,False,505.68
23193,20260419,67,6,9,4,468.26,187.3,True,507.62
23194,20260419,75,6,10,7,339.64,0.0,False,370.63
23195,20260419,78,6,8,4,173.01,0.0,False,168.31
23196,20260419,79,6,4,4,539.44,0.0,False,498.22
23197,20260419,82,6,9,4,493.24,0.0,False,540.35
23198,20260419,83,6,10,1,361.54,0.0,False,380.84
23199,20260419,87,6,3,3,182.16,0.0,False,168.5
23200,20260419,92,6,8,10,38.43,0.0,False,35.58
23201,20260419,95,6,4,10,154.99,0.0,False,160.21
23202,20260419,97,6,4,9,456.24,0.0,False,459.68
23203,20260419,99,6,1,3,436.57,0.0,False,404.79
23204,20260419,100,6,9,5,53.92,0.0,False,54.48
23205,20260419,101,6,5,5,529.42,0.0,False,565.13
23206,20260419,106,6,6,6,520.47,0.0,False,540.42
23207,20260419,107,6,3,8,278.42,0.0,False,296.63
23208,20260419,109,6,1,9,757.46,0.0,False,742.47
23209,20260419,112,6,2,4,579.8,0.0,False,577.43
23210,20260419,113,6,9,8,447.09,0.0,False,489.31
23211,20260419,114,6,10,9,217.44,0.0,False,235.91
23212,20260419,116,6,1,5,506.55,0.0,False,468.62
23213,20260419,117,6,6,1,614.33,0.0,False,586.39
23214,20260419,119,6,5,4,297.48,0.0,False,322.7
23215,20260419,120,6,6,10,643.79,643.79,True,640.97
23216,20260419,123,6,5,8,406.78,0.0,False,426.5
23217,20260419,124,6,4,8,146.99,0.0,False,153.04
23218,20260419,126,6,3,9,632.86,0.0,False,663.35
23219,20260419,130,6,9,5,243.53,0.0,False,224.18
23220,20260419,131,6,5,9,722.1,0.0,False,729.55
23221,20260419,134,6,4,8,204.83,0.0,False,198.94
23222,20260419,135,6,2,6,707.96,0.0,False,734.85
23223,20260419,139,6,4,5,595.48,0.0,False,588.75
23224,20260419,143,6,3,7,640.58,0.0,False,634.08
23225,20260419,147,6,9,3,163.8,0.0,False,157.57
23226,20260419,148,6,3,9,304.97,0.0,False,333.23
23227,20260419,13,7,10,7,282.5,0.0,False,269.64
23228,20260419,16,7,6,7,512.21,0.0,False,514.25
23229,20260419,19,7,2,9,42.25,0.0,False,44.26
23230,20260419,20,7,1,10,697.92,0.0,False,659.17
23231,20260419,21,7,7,7,508.06,355.64,True,532.9
23232,20260419,27,7,8,10,592.88,0.0,False,560.3
23233,20260419,30,7,1,1,733.32,0.0,False,699.27
23234,20260419,31,7,3,1,60.98,0.0,False,65.74
23235,20260419,33,7,6,2,340.22,0.0,False,318.92
23236,20260419,34,7,8,2,436.02,0.0,False,443.71
23237,20260419,37,7,3,2,287.49,0.0,False,284.64
23238,20260419,39,7,3,2,328.67,0.0,False,314.35
23239,20260419,45,7,5,9,336.44,0.0,False,329.46
23240,20260419,46,7,5,7,93.46,0.0,False,85.46
23241,20260419,47,7,5,2,708.87,0.0,False,746.64
23242,20260419,54,7,7,8,329.46,0.0,False,302.57
23243,20260419,60,7,9,10,115.47,0.0,False,114.94
23244,20260419,62,7,1,5,512.05,0.0,False,527.02
23245,20260419,63,7,2,5,297.88,0.0,False,317.81
23246,20260419,71,7,10,1,795.69,0.0,False,784.81
23247,20260419,72,7,10,6,174.33,0.0,False,185.63
23248,20260419,77,7,5,8,583.84,0.0,False,535.33
23249,20260419,78,7,3,6,173.01,0.0,False,172.81
23250,20260419,84,7,10,8,390.41,0.0,False,367.85
23251,20260419,86,7,5,6,149.46,0.0,False,164.3
23252,20260419,89,7,8,5,41.28,0.0,False,37.61
23253,20260419,90,7,2,4,360.1,0.0,False,391.66
23254,20260419,96,7,10,7,723.03,0.0,False,707.32
23255,20260419,97,7,9,8,456.24,0.0,False,498.71
23256,20260419,100,7,2,7,53.92,0.0,False,57.73
23257,20260419,103,7,5,5,183.2,0.0,False,170.97
23258,20260419,105,7,2,9,804.99,0.0,False,874.56
23259,20260419,106,7,5,2,520.47,0.0,False,537.95
23260,20260419,117,7,2,1,614.33,0.0,False,670.81
23261,20260419,122,7,2,1,402.17,0.0,False,364.31
23262,20260419,123,7,10,8,406.78,0.0,False,411.3
23263,20260419,129,7,6,7,645.79,0.0,False,599.32
23264,20260419,131,7,9,8,722.1,0.0,False,793.73
23265,20260419,132,7,4,2,557.78,0.0,False,593.23
23266,20260419,135,7,5,8,707.96,0.0,False,760.12
23267,20260419,136,7,9,9,498.42,0.0,False,545.25
23268,20260419,138,7,4,7,27.67,19.37,True,26.7
23269,20260419,142,7,4,2,101.55,0.0,False,111.02
23270,20260419,143,7,5,1,640.58,0.0,False,674.56
23271,20260419,144,7,9,2,71.77,0.0,False,76.25
23272,20260419,145,7,6,7,250.74,0.0,False,226.33
23273,20260419,150,7,9,1,501.62,0.0,False,469.71
23274,20260419,2,8,5,6,449.68,269.81,True,447.66
23275,20260419,9,8,5,2,108.7,0.0,False,118.74
23276,20260419,15,8,6,2,275.78,0.0,False,271.24
23277,20260419,17,8,1,2,345.67,0.0,False,359.69
23278,20260419,19,8,10,3,42.25,0.0,False,42.61
23279,20260419,23,8,4,5,696.04,0.0,False,650.09
23280,20260419,35,8,3,2,101.36,0.0,False,107.27
23281,20260419,37,8,9,9,287.49,0.0,False,267.9
23282,20260419,38,8,4,5,375.47,0.0,False,409.89
23283,20260419,44,8,9,5,650.5,325.25,True,676.06
23284,20260419,48,8,7,4,223.93,0.0,False,244.72
23285,20260419,51,8,3,9,283.97,0.0,False,297.65
23286,20260419,53,8,6,9,501.67,451.5,True,531.04
23287,20260419,55,8,9,3,249.41,0.0,False,238.12
23288,20260419,57,8,4,5,99.94,0.0,False,101.02
23289,20260419,60,8,3,6,115.47,0.0,False,117.5
23290,20260419,65,8,4,4,798.52,0.0,False,808.81
23291,20260419,71,8,3,7,795.69,0.0,False,807.69
23292,20260419,73,8,6,4,537.63,0.0,False,580.81
23293,20260419,78,8,3,4,173.01,0.0,False,172.07
23294,20260419,84,8,7,5,390.41,0.0,False,411.52
23295,20260419,96,8,10,10,723.03,0.0,False,657.72
23296,20260419,97,8,5,7,456.24,0.0,False,446.98
23297,20260419,98,8,3,6,618.22,0.0,False,596.94
23298,20260419,101,8,4,3,529.42,0.0,False,576.34
23299,20260419,103,8,9,3,183.2,0.0,False,184.76
23300,20260419,106,8,5,7,520.47,0.0,False,469.39
23301,20260419,109,8,2,6,757.46,0.0,False,810.16
23302,20260419,111,8,8,7,557.6,0.0,False,520.64
23303,20260419,114,8,10,9,217.44,0.0,False,235.65
23304,20260419,125,8,10,4,105.26,0.0,False,106.09
23305,20260419,128,8,8,6,466.4,0.0,False,471.35
23306,20260419,130,8,3,3,243.53,73.06,True,258.7
23307,20260419,131,8,10,1,722.1,0.0,False,720.02
23308,20260419,148,8,9,8,304.97,0.0,False,328.48
23309,20260419,150,8,8,9,501.62,0.0,False,497.13
23310,20260419,2,9,3,10,449.68,0.0,False,482.71
23311,20260419,7,9,9,9,557.67,0.0,False,518.75
23312,20260419,8,9,5,7,148.91,0.0,False,138.0
23313,20260419,11,9,9,2,697.43,0.0,False,682.83
23314,20260419,14,9,5,7,530.82,0.0,False,541.78
23315,20260419,22,9,7,8,471.29,377.03,True,440.56
23316,20260419,26,9,7,5,37.29,0.0,False,38.34
23317,20260419,30,9,6,7,733.32,0.0,False,759.27
23318,20260419,31,9,9,6,60.98,0.0,False,58.13
23319,20260419,37,9,8,8,287.49,0.0,False,283.4
23320,20260419,38,9,2,10,375.47,0.0,False,386.08
23321,20260419,40,9,4,1,32.82,0.0,False,30.75
23322,20260419,47,9,6,5,708.87,0.0,False,765.3
23323,20260419,51,9,4,6,283.97,0.0,False,265.14
23324,20260419,52,9,2,8,39.82,0.0,False,36.3
23325,20260419,58,9,10,6,686.72,412.03,True,663.4
23326,20260419,63,9,8,2,297.88,59.58,True,297.83
23327,20260419,65,9,8,1,798.52,0.0,False,744.19
23328,20260419,69,9,5,3,763.32,0.0,False,837.39
23329,20260419,71,9,8,6,795.69,0.0,False,829.44
23330,20260419,72,9,9,2,174.33,0.0,False,179.48
23331,20260419,73,9,4,1,537.63,53.76,True,527.2
23332,20260419,75,9,5,6,339.64,0.0,False,338.76
23333,20260419,77,9,7,8,583.84,0.0,False,618.45
23334,20260419,79,9,10,1,539.44,0.0,False,572.16
23335,20260419,80,9,8,1,502.44,0.0,False,523.41
23336,20260419,81,9,9,7,124.73,87.31,True,127.16
23337,20260419,82,9,5,9,493.24,0.0,False,467.14
23338,20260419,83,9,7,3,361.54,0.0,False,378.27
23339,20260419,89,9,8,8,41.28,33.02,True,42.92
23340,20260419,90,9,2,6,360.1,0.0,False,338.61
23341,20260419,91,9,10,9,300.54,0.0,False,314.05
23342,20260419,98,9,4,2,618.22,0.0,False,657.08
23343,20260419,111,9,1,6,557.6,0.0,False,533.65
23344,20260419,118,9,1,4,288.84,0.0,False,260.44
23345,20260419,122,9,6,5,402.17,0.0,False,434.97
23346,20260419,123,9,6,3,406.78,0.0,False,430.03
23347,20260419,124,9,2,1,146.99,0.0,False,133.17
23348,20260419,126,9,4,8,632.86,0.0,False,582.03
23349,20260419,128,9,3,7,466.4,0.0,False,512.92
23350,20260419,130,9,4,6,243.53,0.0,False,241.66
23351,20260419,134,9,6,7,204.83,0.0,False,220.22
23352,20260419,135,9,9,7,707.96,0.0,False,715.28
23353,20260419,138,9,7,5,27.67,0.0,False,25.29
23354,20260419,139,9,2,6,595.48,0.0,False,550.45
23355,20260419,143,9,7,6,640.58,0.0,False,658.14
23356,20260419,144,9,6,4,71.77,0.0,False,65.6
23357,20260419,148,9,4,6,304.97,0.0,False,276.17
23358,20260419,149,9,10,7,153.75,0.0,False,164.83
23359,20260419,2,10,4,4,449.68,0.0,False,485.43
23360,20260419,4,10,9,8,416.76,0.0,False,378.5
23361,20260419,5,10,6,1,90.27,0.0,False,95.46
23362,20260419,8,10,6,10,148.91,0.0,False,162.83
23363,20260419,9,10,7,6,108.7,0.0,False,102.69
23364,20260419,10,10,7,7,68.48,47.94,True,69.19
23365,20260419,14,10,1,2,530.82,0.0,False,499.7
23366,20260419,18,10,3,7,606.6,0.0,False,547.36
23367,20260419,19,10,1,8,42.25,0.0,False,38.43
23368,20260419,20,10,1,7,697.92,0.0,False,718.22
23369,20260419,22,10,9,6,471.29,0.0,False,446.28
23370,20260419,26,10,3,8,37.29,0.0,False,39.03
23371,20260419,29,10,8,3,245.81,0.0,False,251.99
23372,20260419,30,10,6,8,733.32,0.0,False,703.1
23373,20260419,33,10,10,5,340.22,0.0,False,314.26
23374,20260419,34,10,2,8,436.02,0.0,False,456.39
23375,20260419,36,10,10,2,496.39,0.0,False,533.1
23376,20260419,39,10,3,4,328.67,0.0,False,340.05
23377,20260419,44,10,4,1,650.5,0.0,False,699.58
23378,20260419,46,10,4,2,93.46,0.0,False,98.88
23379,20260419,50,10,1,9,332.1,0.0,False,316.23
23380,20260419,58,10,9,6,686.72,0.0,False,717.12
23381,20260419,61,10,4,9,161.28,0.0,False,168.05
23382,20260419,69,10,3,1,763.32,0.0,False,816.07
23383,20260419,78,10,9,10,173.01,0.0,False,158.5
23384,20260419,79,10,1,5,539.44,0.0,False,579.08
23385,20260419,85,10,2,8,163.15,0.0,False,156.95
23386,20260419,88,10,3,3,454.13,0.0,False,443.0
23387,20260419,91,10,7,6,300.54,0.0,False,310.34
23388,20260419,99,10,2,4,436.57,0.0,False,461.39
23389,20260419,103,10,1,5,183.2,0.0,False,189.29
23390,20260419,105,10,10,5,804.99,0.0,False,803.03
23391,20260419,118,10,7,4,288.84,0.0,False,309.22
23392,20260419,122,10,6,9,402.17,0.0,False,405.82
23393,20260419,127,10,2,3,794.94,0.0,False,862.12
23394,20260419,131,10,6,5,722.1,0.0,False,659.29
23395,20260419,136,10,4,3,498.42,0.0,False,453.36
23396,20260419,139,10,3,8,595.48,0.0,False,549.25
23397,20260419,140,10,1,4,224.01,0.0,False,204.21
23398,20260419,142,10,10,9,101.55,0.0,False,109.25
23399,20260419,143,10,1,8,640.58,0.0,False,596.96
23400,20260419,147,10,4,8,163.8,0.0,False,167.54
23401,20260419,148,10,3,2,304.97,60.99,True,283.02
23402,20260419,150,10,10,6,501.62,0.0,False,487.5
23403,20260419,4,11,1,3,416.76,0.0,False,384.61
23404,20260419,6,11,9,3,518.23,0.0,False,548.62
23405,20260419,10,11,3,9,68.48,0.0,False,73.51
23406,20260419,14,11,3,7,530.82,0.0,False,516.16
23407,20260419,17,11,6,10,345.67,0.0,False,351.04
23408,20260419,21,11,10,3,508.06,0.0,False,486.25
23409,20260419,23,11,5,7,696.04,0.0,False,669.44
23410,20260419,30,11,3,6,733.32,0.0,False,730.37
23411,20260419,33,11,1,8,340.22,0.0,False,309.89
23412,20260419,36,11,3,5,496.39,0.0,False,520.82
23413,20260419,37,11,3,8,287.49,229.99,True,314.27
23414,20260419,38,11,6,8,375.47,0.0,False,367.85
23415,20260419,40,11,2,4,32.82,0.0,False,29.61
23416,20260419,41,11,2,4,663.34,0.0,False,618.98
23417,20260419,42,11,4,3,603.01,0.0,False,544.7
23418,20260419,44,11,1,5,650.5,0.0,False,692.3
23419,20260419,45,11,3,5,336.44,0.0,False,329.2
23420,20260419,46,11,10,9,93.46,0.0,False,102.57
23421,20260419,47,11,5,4,708.87,0.0,False,661.96
23422,20260419,48,11,9,9,223.93,0.0,False,240.45
23423,20260419,53,11,7,7,501.67,0.0,False,456.62
23424,20260419,59,11,10,2,300.08,0.0,False,274.76
23425,20260419,60,11,10,2,115.47,0.0,False,109.82
23426,20260419,66,11,7,4,63.66,0.0,False,65.06
23427,20260419,68,11,4,9,417.57,0.0,False,440.69
23428,20260419,69,11,5,5,763.32,0.0,False,699.25
23429,20260419,72,11,10,7,174.33,0.0,False,188.48
23430,20260419,76,11,1,7,202.69,0.0,False,218.12
23431,20260419,77,11,7,5,583.84,0.0,False,632.46
23432,20260419,79,11,10,10,539.44,0.0,False,491.06
23433,20260419,82,11,9,2,493.24,0.0,False,505.98
23434,20260419,85,11,9,7,163.15,0.0,False,163.99
23435,20260419,87,11,3,9,182.16,0.0,False,192.06
23436,20260419,92,11,10,6,38.43,0.0,False,38.75
23437,20260419,94,11,3,6,554.62,0.0,False,517.79
23438,20260419,97,11,10,8,456.24,364.99,True,488.51
23439,20260419,98,11,3,1,618.22,0.0,False,588.89
23440,20260419,99,11,9,10,436.57,0.0,False,425.73
23441,20260419,103,11,6,2,183.2,0.0,False,176.33
23442,20260419,104,11,7,4,846.93,0.0,False,813.29
23443,20260419,110,11,1,3,206.67,0.0,False,215.23
23444,20260419,113,11,2,8,447.09,0.0,False,421.95
23445,20260419,115,11,9,5,127.28,0.0,False,118.51
23446,20260419,116,11,6,3,506.55,0.0,False,553.89
23447,20260419,117,11,5,10,614.33,0.0,False,586.71
23448,20260419,125,11,8,9,105.26,0.0,False,98.13
23449,20260419,126,11,6,6,632.86,0.0,False,671.54
23450,20260419,129,11,3,10,645.79,0.0,False,606.26
23451,20260419,131,11,10,9,722.1,0.0,False,760.74
23452,20260419,133,11,9,8,82.08,0.0,False,76.9
23453,20260419,134,11,3,9,204.83,0.0,False,190.0
