snapshot_key,date_key,employee_key,is_active,training_hours_completed,tenure_days,promotion_lag_months,performance_score
1374,20230509,367,True,11.4,180,6,3
1375,20231128,368,True,20.9,30,1,5
1376,20240127,368,True,14.2,90,3,3
1377,20240426,368,True,3.7,180,6,3
1378,20241023,368,True,15.0,360,12,5
1379,20250421,368,True,18.3,540,18,4
1380,20220113,369,True,23.4,30,1,3
1381,20220314,369,True,6.5,90,3,5
1382,20220612,369,True,4.1,180,6,3
1383,20241123,370,True,2.3,30,1,4
1384,20250122,370,True,15.1,90,3,3
1385,20250422,370,True,16.7,180,6,3
1386,20251019,370,True,23.6,360,12,3
1387,20260307,371,True,11.6,30,1,5
1388,20260506,371,True,13.9,90,3,3
1389,20231221,372,True,20.2,30,1,3
1390,20240219,372,True,2.8,90,3,3
1391,20240519,372,True,23.5,180,6,2
1392,20241209,373,True,23.5,30,1,3
1393,20250207,373,True,3.0,90,3,3
1394,20250508,373,True,13.1,180,6,3
1395,20251104,373,True,5.0,360,12,3
1396,20260327,374,True,2.4,30,1,2
1397,20260526,374,True,5.4,90,3,3
1398,20221003,375,True,17.0,30,1,3
1399,20221202,375,True,11.7,90,3,3
1400,20230302,375,True,6.6,180,6,4
1401,20230823,376,True,20.5,30,1,4
1402,20231022,376,True,22.6,90,3,3
1403,20240120,376,True,16.0,180,6,3
1404,20240811,377,True,7.7,30,1,3
1405,20241010,377,True,9.6,90,3,3
1406,20250108,377,True,19.1,180,6,4
1407,20250707,377,True,12.3,360,12,3
1408,20260103,377,True,9.2,540,18,3
1409,20240318,378,True,7.0,30,1,5
1410,20240517,378,True,18.5,90,3,3
1411,20240815,378,True,8.2,180,6,5
1412,20250211,378,True,8.5,360,12,4
1413,20250810,378,True,14.1,540,18,3
1414,20211027,379,True,10.9,30,1,4
1415,20211226,379,True,5.3,90,3,3
1416,20220326,379,True,3.6,180,6,3
1417,20220910,380,True,21.1,30,1,2
1418,20221109,380,True,14.2,90,3,1
1419,20230207,380,True,11.2,180,6,1
1420,20230806,380,True,10.6,360,12,5
1421,20240202,380,True,17.5,540,18,5
1422,20230331,381,True,17.9,30,1,3
1423,20230530,381,True,21.1,90,3,3
1424,20230828,381,True,22.6,180,6,3
1425,20240224,381,True,20.6,360,12,4
1426,20240427,382,True,12.2,30,1,3
1427,20240626,382,True,14.5,90,3,3
1428,20240924,382,True,8.2,180,6,4
1429,20250304,383,True,4.4,30,1,4
1430,20250503,383,True,4.4,90,3,3
1431,20250801,383,True,23.3,180,6,2
1432,20260128,383,True,19.0,360,12,3
1433,20250113,384,True,10.1,30,1,4
1434,20250314,384,True,3.6,90,3,3
1435,20250612,384,True,5.1,180,6,1
1436,20251209,384,True,11.1,360,12,3
1437,20260607,384,True,12.1,540,18,4
1438,20240916,386,True,22.1,30,1,3
1439,20241115,386,True,21.1,90,3,4
1440,20250213,386,True,13.3,180,6,3
1441,20250812,386,True,7.9,360,12,3
1442,20251004,387,True,11.0,30,1,5
1443,20251203,387,True,8.0,90,3,3
1444,20260303,387,True,22.8,180,6,3
1445,20260830,387,True,18.9,360,12,5
1446,20270226,387,True,15.1,540,18,3
1447,20220907,389,True,6.4,30,1,4
1448,20221106,389,True,6.6,90,3,3
1449,20230204,389,True,6.3,180,6,3
1450,20230803,389,True,7.4,360,12,5
1451,20240130,389,True,14.5,540,18,3
1452,20241113,390,True,11.7,30,1,4
1453,20250112,390,True,10.5,90,3,4
1454,20250412,390,True,23.0,180,6,3
1455,20251009,390,True,12.7,360,12,3
1456,20230628,391,True,22.0,30,1,3
1457,20230827,391,True,19.0,90,3,3
1458,20231125,391,True,18.7,180,6,1
1459,20240523,391,True,10.2,360,12,3
1460,20241203,392,True,10.2,30,1,4
1461,20250201,392,True,15.8,90,3,4
1462,20250502,392,True,10.3,180,6,3
1463,20251029,392,True,3.2,360,12,3
1464,20260422,393,True,14.6,30,1,3
1465,20240419,394,True,22.3,30,1,4
1466,20240618,394,True,11.9,90,3,4
1467,20240916,394,True,10.2,180,6,1
1468,20250315,394,True,21.7,360,12,5
1469,20251011,395,True,2.1,30,1,3
1470,20251210,395,True,14.9,90,3,5
1471,20260310,395,True,3.3,180,6,3
1472,20210915,396,True,5.0,30,1,3
1473,20211114,396,True,8.7,90,3,5
1474,20220212,396,True,22.8,180,6,2
1475,20220811,396,True,3.6,360,12,3
1476,20230207,396,True,21.5,540,18,4
1477,20240526,397,True,16.1,30,1,3
1478,20240725,397,True,6.1,90,3,3
1479,20241023,397,True,2.8,180,6,3
1480,20250421,397,True,21.8,360,12,3
1481,20230823,398,True,22.7,30,1,3
1482,20231022,398,True,12.8,90,3,3
1483,20240120,398,True,10.5,180,6,3
1484,20240718,398,True,21.8,360,12,3
1485,20241203,399,True,2.8,30,1,4
1486,20250201,399,True,9.4,90,3,4
1487,20250502,399,True,20.6,180,6,5
1488,20251029,399,True,20.7,360,12,2
1489,20260210,400,True,20.9,30,1,3
1490,20260411,400,True,9.7,90,3,3
1491,20210906,401,True,14.1,30,1,3
1492,20211105,401,True,8.2,90,3,3
1493,20220203,401,True,3.6,180,6,5
1494,20240525,402,True,4.8,30,1,4
1495,20240724,402,True,8.9,90,3,3
1496,20241022,402,True,7.3,180,6,3
1497,20250420,402,True,19.9,360,12,2
1498,20250815,403,True,19.6,30,1,3
1499,20251014,403,True,15.6,90,3,1
1500,20260112,403,True,11.6,180,6,3
1501,20260711,403,True,5.6,360,12,3
1502,20250708,405,True,9.8,30,1,5
1503,20250906,405,True,2.5,90,3,3
1504,20251205,405,True,15.6,180,6,3
1505,20260603,405,True,18.1,360,12,3
1506,20260705,406,True,8.8,30,1,5
1507,20260903,406,True,14.6,90,3,1
1508,20261202,406,True,15.9,180,6,3
1509,20230709,408,True,8.7,30,1,2
1510,20230907,408,True,12.4,90,3,3
1511,20231206,408,True,22.6,180,6,3
1512,20240603,408,True,18.8,360,12,2
1513,20240923,409,True,24.0,30,1,4
1514,20241122,409,True,21.2,90,3,3
1515,20250220,409,True,10.2,180,6,3
1516,20250819,409,True,2.1,360,12,3
1517,20260215,409,True,18.9,540,18,1
1518,20210716,410,True,14.4,30,1,3
1519,20210914,410,True,4.9,90,3,1
1520,20211213,410,True,7.8,180,6,4
1521,20220611,410,True,6.1,360,12,2
1522,20220801,411,True,13.6,30,1,3
1523,20220930,411,True,11.9,90,3,3
1524,20221229,411,True,18.0,180,6,5
1525,20230627,411,True,19.4,360,12,2
1526,20231224,411,True,6.0,540,18,3
1527,20230501,412,True,22.8,30,1,4
1528,20230630,412,True,6.9,90,3,1
1529,20230928,412,True,19.6,180,6,2
1530,20240326,412,True,11.2,360,12,3
1531,20240731,413,True,6.7,30,1,3
1532,20240929,413,True,16.8,90,3,2
1533,20241228,413,True,15.3,180,6,5
1534,20250626,413,True,13.7,360,12,5
1535,20251223,413,True,12.7,540,18,3
1536,20230620,414,True,23.6,30,1,3
1537,20230819,414,True,23.5,90,3,2
1538,20231117,414,True,15.7,180,6,3
1539,20240515,414,True,22.4,360,12,3
1540,20250630,415,True,20.5,30,1,3
1541,20250829,415,True,15.4,90,3,5
1542,20251127,415,True,18.2,180,6,3
1543,20260526,415,True,10.0,360,12,3
1544,20220807,416,True,20.5,30,1,4
1545,20221006,416,True,23.9,90,3,3
1546,20230104,416,True,4.2,180,6,3
1547,20230703,416,True,8.9,360,12,2
1548,20231230,416,True,23.7,540,18,3
1549,20240222,417,True,8.7,30,1,2
1550,20240422,417,True,13.2,90,3,3
1551,20240721,417,True,7.1,180,6,1
1552,20250117,417,True,4.4,360,12,4
1553,20250716,417,True,16.4,540,18,1
1554,20230914,418,True,12.6,30,1,3
1555,20231113,418,True,8.3,90,3,2
1556,20240211,418,True,13.8,180,6,4
1557,20240824,419,True,22.5,30,1,3
1558,20241023,419,True,12.4,90,3,5
1559,20250121,419,True,15.5,180,6,3
1560,20250720,419,True,11.8,360,12,3
1561,20260116,419,True,8.8,540,18,3
1562,20240420,420,True,10.3,30,1,3
1563,20240619,420,True,6.5,90,3,1
1564,20240917,420,True,14.2,180,6,4
1565,20250316,420,True,11.4,360,12,3
1566,20250912,420,True,22.3,540,18,3
1567,20230505,421,True,16.6,30,1,5
1568,20230704,421,True,3.8,90,3,3
1569,20231002,421,True,4.5,180,6,2
1570,20240330,421,True,10.1,360,12,3
1571,20240926,421,True,10.3,540,18,1
1572,20230608,422,True,19.3,30,1,3
1573,20230807,422,True,2.7,90,3,4
1574,20231105,422,True,18.5,180,6,3
1575,20240503,422,True,6.6,360,12,3
1576,20241030,422,True,15.0,540,18,1
1577,20250127,423,True,13.3,30,1,3
1578,20250328,423,True,15.4,90,3,2
1579,20250626,423,True,21.3,180,6,4
1580,20260114,424,True,13.6,30,1,3
1581,20260315,424,True,20.3,90,3,5
1582,20230516,425,True,6.7,30,1,4
1583,20230715,425,True,21.2,90,3,4
1584,20231013,425,True,21.9,180,6,3
1585,20240410,425,True,18.9,360,12,2
1586,20241007,425,True,2.9,540,18,3
1587,20230205,426,True,16.5,30,1,3
1588,20230406,426,True,7.5,90,3,4
1589,20230705,426,True,8.6,180,6,3
1590,20240101,426,True,20.1,360,12,4
1591,20240510,427,True,12.1,30,1,3
1592,20240709,427,True,12.9,90,3,3
1593,20241007,427,True,6.0,180,6,4
1594,20250405,427,True,4.8,360,12,3
1595,20250621,428,True,2.9,30,1,3
1596,20250820,428,True,19.3,90,3,4
1597,20251118,428,True,16.9,180,6,3
1598,20260517,428,True,13.9,360,12,3
1599,20241114,429,True,15.0,30,1,5
1600,20250113,429,True,10.9,90,3,2
1601,20250413,429,True,4.8,180,6,3
1602,20251010,429,True,17.3,360,12,3
1603,20251127,430,True,23.6,30,1,3
1604,20260126,430,True,20.5,90,3,4
1605,20260426,430,True,16.7,180,6,4
1606,20240610,432,True,12.6,30,1,2
1607,20240809,432,True,11.3,90,3,5
1608,20241107,432,True,20.8,180,6,4
1609,20250506,432,True,3.5,360,12,3
1610,20251102,432,True,15.6,540,18,3
1611,20251203,433,True,21.6,30,1,4
1612,20260201,433,True,15.7,90,3,3
1613,20260502,433,True,20.1,180,6,4
1614,20261029,433,True,9.5,360,12,3
1615,20231219,435,True,19.6,30,1,2
1616,20240217,435,True,6.3,90,3,2
1617,20240517,435,True,10.5,180,6,4
1618,20241113,435,True,21.4,360,12,5
1619,20250427,436,True,4.4,30,1,3
1620,20250626,436,True,10.1,90,3,2
1621,20250924,436,True,20.9,180,6,1
1622,20260323,436,True,5.0,360,12,5
1623,20231204,438,True,13.2,30,1,3
1624,20240202,438,True,22.1,90,3,3
1625,20240502,438,True,8.6,180,6,3
1626,20241119,439,True,17.3,30,1,4
1627,20250118,439,True,10.5,90,3,3
1628,20250418,439,True,21.6,180,6,3
1629,20251015,439,True,10.1,360,12,3
1630,20260413,439,True,7.1,540,18,5
1631,20210927,440,True,17.3,30,1,2
1632,20211126,440,True,14.5,90,3,3
1633,20220224,440,True,11.2,180,6,4
1634,20220823,440,True,20.1,360,12,2
1635,20221127,441,True,2.7,30,1,3
1636,20230126,441,True,17.3,90,3,1
1637,20230426,441,True,14.2,180,6,4
1638,20231029,442,True,13.5,30,1,5
1639,20231228,442,True,14.0,90,3,3
1640,20240327,442,True,22.4,180,6,2
1641,20240923,442,True,13.5,360,12,2
1642,20250322,442,True,16.8,540,18,2
1643,20230621,443,True,20.7,30,1,4
1644,20230820,443,True,11.3,90,3,4
1645,20231118,443,True,21.6,180,6,5
1646,20240516,443,True,8.6,360,12,3
1647,20241112,443,True,21.5,540,18,3
1648,20210704,444,True,3.1,30,1,2
1649,20210902,444,True,15.2,90,3,3
1650,20211201,444,True,19.9,180,6,3
1651,20220530,444,True,10.7,360,12,3
1652,20221107,445,True,5.2,30,1,3
1653,20230106,445,True,4.8,90,3,3
1654,20230406,445,True,9.8,180,6,3
1655,20231003,445,True,9.3,360,12,3
1656,20240331,445,True,21.2,540,18,3
1657,20220115,446,True,10.9,30,1,3
1658,20220316,446,True,10.6,90,3,3
1659,20220614,446,True,10.4,180,6,2
1660,20221211,446,True,12.4,360,12,3
1661,20230409,447,True,23.6,30,1,5
1662,20230608,447,True,2.4,90,3,1
1663,20230906,447,True,12.5,180,6,2
1664,20240304,447,True,21.5,360,12,3
1665,20240831,447,True,9.0,540,18,3
1666,20240807,448,True,7.0,30,1,3
1667,20241006,448,True,14.3,90,3,4
1668,20220816,449,True,9.6,30,1,3
1669,20221015,449,True,15.0,90,3,3
1670,20230113,449,True,13.4,180,6,3
1671,20230712,449,True,16.3,360,12,4
1672,20240108,449,True,13.7,540,18,3
1673,20240328,450,True,4.4,30,1,3
1674,20240527,450,True,9.4,90,3,3
1675,20240825,450,True,15.9,180,6,3
1676,20250221,450,True,17.8,360,12,3
1677,20250820,450,True,18.1,540,18,5
1678,20241019,451,True,23.2,30,1,2
1679,20241218,451,True,3.7,90,3,1
1680,20250318,451,True,10.8,180,6,3
1681,20250914,451,True,22.6,360,12,1
1682,20251210,452,True,21.7,30,1,2
1683,20260208,452,True,12.4,90,3,3
1684,20260509,452,True,14.0,180,6,3
1685,20220709,453,True,9.5,30,1,3
1686,20220907,453,True,18.9,90,3,3
1687,20221206,453,True,23.1,180,6,3
1688,20230604,453,True,14.7,360,12,2
1689,20231201,453,True,16.5,540,18,1
1690,20230424,454,True,5.1,30,1,3
1691,20230623,454,True,21.6,90,3,3
1692,20230921,454,True,20.4,180,6,5
1693,20240319,454,True,9.8,360,12,3
1694,20240915,454,True,11.7,540,18,3
1695,20231024,455,True,7.4,30,1,4
1696,20231223,455,True,7.7,90,3,4
1697,20240322,455,True,21.8,180,6,3
1698,20240918,455,True,5.2,360,12,3
1699,20210907,456,True,17.2,30,1,4
1700,20211106,456,True,22.4,90,3,5
1701,20220204,456,True,9.2,180,6,3
1702,20220803,456,True,20.8,360,12,3
1703,20230202,457,True,9.0,30,1,3
1704,20230403,457,True,9.6,90,3,5
1705,20230702,457,True,16.2,180,6,3
1706,20231229,457,True,20.8,360,12,2
1707,20240626,457,True,12.1,540,18,3
1708,20240819,458,True,21.2,30,1,4
1709,20241018,458,True,8.7,90,3,3
1710,20250116,458,True,4.2,180,6,5
1711,20250715,458,True,23.1,360,12,3
1712,20260111,458,True,22.4,540,18,5
1713,20220117,459,True,6.2,30,1,4
1714,20220318,459,True,21.0,90,3,3
1715,20220616,459,True,2.2,180,6,3
1716,20221213,459,True,7.0,360,12,3
1717,20230522,460,True,9.8,30,1,4
1718,20230721,460,True,6.6,90,3,5
1719,20231019,460,True,2.4,180,6,5
1720,20240420,461,True,9.1,30,1,4
1721,20240619,461,True,4.0,90,3,3
1722,20240917,461,True,8.1,180,6,4
1723,20250316,461,True,14.6,360,12,4
1724,20250912,461,True,6.2,540,18,2
1725,20220128,462,True,6.4,30,1,3
1726,20220329,462,True,12.4,90,3,4
1727,20220627,462,True,22.6,180,6,3
1728,20221210,463,True,20.0,30,1,3
1729,20230208,463,True,20.6,90,3,3
1730,20230509,463,True,3.3,180,6,3
1731,20231011,464,True,15.9,30,1,2
1732,20231210,464,True,2.6,90,3,4
1733,20240309,464,True,4.8,180,6,2
1734,20240905,464,True,6.0,360,12,4
1735,20250304,464,True,19.0,540,18,4
1736,20220517,465,True,21.9,30,1,3
1737,20220716,465,True,17.2,90,3,3
1738,20221014,465,True,2.0,180,6,5
1739,20230412,465,True,18.4,360,12,3
1740,20230604,466,True,12.6,30,1,4
1741,20230803,466,True,21.9,90,3,3
1742,20231101,466,True,10.6,180,6,3
1743,20240429,466,True,9.6,360,12,3
1744,20241026,466,True,2.2,540,18,3
1745,20250801,467,True,20.1,30,1,5
1746,20250930,467,True,23.3,90,3,1
1747,20251229,467,True,8.3,180,6,3
1748,20220630,468,True,11.3,30,1,2
1749,20220829,468,True,8.5,90,3,3
1750,20221127,468,True,8.4,180,6,3
1751,20230526,468,True,13.3,360,12,2
1752,20231218,469,True,5.4,30,1,4
1753,20240216,469,True,9.9,90,3,3
1754,20240516,469,True,8.6,180,6,1
1755,20241112,469,True,14.9,360,12,2
1756,20250127,470,True,4.4,30,1,2
1757,20250328,470,True,23.1,90,3,3
1758,20250626,470,True,12.0,180,6,4
1759,20251223,470,True,13.8,360,12,3
1760,20240918,471,True,15.4,30,1,1
1761,20241117,471,True,7.2,90,3,3
1762,20250215,471,True,11.0,180,6,3
1763,20250814,471,True,3.1,360,12,3
1764,20260210,471,True,6.4,540,18,1
1765,20211014,472,True,5.3,30,1,3
1766,20211213,472,True,13.9,90,3,3
1767,20220313,472,True,15.3,180,6,5
1768,20220909,472,True,10.4,360,12,3
1769,20221023,473,True,16.7,30,1,4
1770,20221222,473,True,18.0,90,3,3
1771,20230322,473,True,12.5,180,6,5
1772,20230918,473,True,20.4,360,12,4
1773,20240324,474,True,2.3,30,1,3
1774,20240523,474,True,6.7,90,3,3
1775,20240821,474,True,24.0,180,6,3
1776,20250217,474,True,22.7,360,12,3
1777,20250816,474,True,22.4,540,18,3
1778,20250515,475,True,8.2,30,1,4
1779,20250714,475,True,14.4,90,3,1
1780,20251012,475,True,7.5,180,6,4
1781,20260410,475,True,7.7,360,12,3
1782,20230907,476,True,18.6,30,1,3
1783,20231106,476,True,10.7,90,3,1
1784,20240204,476,True,16.4,180,6,3
1785,20240802,476,True,16.0,360,12,5
1786,20250129,476,True,7.3,540,18,3
1787,20240406,477,True,10.9,30,1,5
1788,20240605,477,True,20.8,90,3,2
1789,20240903,477,True,18.4,180,6,2
1790,20250302,477,True,3.9,360,12,4
1791,20250829,477,True,15.2,540,18,4
1792,20240806,478,True,23.9,30,1,3
1793,20241005,478,True,16.1,90,3,5
1794,20250103,478,True,6.6,180,6,3
1795,20250702,478,True,6.7,360,12,3
1796,20251229,478,True,2.9,540,18,4
1797,20250222,479,True,7.4,30,1,3
1798,20250423,479,True,19.1,90,3,5
1799,20250722,479,True,21.9,180,6,5
1800,20260118,479,True,21.1,360,12,3
1801,20250708,480,True,5.2,30,1,3
1802,20250906,480,True,18.3,90,3,3
1803,20251205,480,True,18.8,180,6,2
1804,20250406,481,True,22.7,30,1,3
1805,20250605,481,True,4.3,90,3,3
1806,20250903,481,True,21.2,180,6,3
1807,20260302,481,True,8.1,360,12,5
1808,20260815,482,True,5.4,30,1,4
1809,20261014,482,True,18.4,90,3,3
1810,20270112,482,True,21.8,180,6,2
1811,20240706,484,True,2.5,30,1,4
1812,20240904,484,True,11.2,90,3,2
1813,20241203,484,True,7.8,180,6,3
1814,20250601,484,True,21.2,360,12,3
1815,20250805,485,True,20.0,30,1,4
1816,20251004,485,True,19.4,90,3,3
1817,20260102,485,True,4.3,180,6,2
1818,20220301,486,True,5.3,30,1,2
1819,20220430,486,True,13.3,90,3,3
1820,20220729,486,True,6.6,180,6,4
1821,20230125,486,True,4.5,360,12,3
1822,20230724,486,True,17.5,540,18,3
1823,20241228,487,True,3.4,30,1,1
1824,20250226,487,True,13.9,90,3,3
1825,20250527,487,True,7.6,180,6,3
1826,20251123,487,True,21.3,360,12,5
1827,20260522,487,True,9.4,540,18,5
1828,20221110,488,True,17.6,30,1,4
1829,20230109,488,True,3.9,90,3,3
1830,20230409,488,True,20.8,180,6,5
1831,20231006,488,True,10.4,360,12,3
1832,20240401,489,True,2.3,30,1,4
1833,20240531,489,True,18.3,90,3,3
1834,20240829,489,True,14.0,180,6,3
1835,20250225,489,True,19.1,360,12,2
1836,20250503,490,True,17.0,30,1,5
1837,20250702,490,True,20.4,90,3,3
1838,20250930,490,True,15.2,180,6,3
1839,20260329,490,True,15.4,360,12,2
1840,20230210,491,True,2.6,30,1,5
1841,20230411,491,True,21.1,90,3,1
1842,20230710,491,True,4.9,180,6,3
1843,20240106,491,True,21.8,360,12,5
1844,20240704,491,True,3.6,540,18,3
1845,20240923,492,True,14.8,30,1,2
1846,20241122,492,True,8.5,90,3,4
1847,20250220,492,True,14.2,180,6,2
1848,20250808,493,True,7.5,30,1,3
1849,20251007,493,True,11.7,90,3,3
1850,20260105,493,True,15.7,180,6,3
1851,20240914,494,True,3.4,30,1,3
1852,20241113,494,True,11.0,90,3,2
1853,20250211,494,True,19.2,180,6,4
1854,20220315,495,True,10.6,30,1,2
1855,20220514,495,True,8.8,90,3,2
1856,20220812,495,True,8.1,180,6,4
1857,20230227,496,True,15.0,30,1,4
1858,20230428,496,True,12.3,90,3,4
1859,20230727,496,True,10.6,180,6,3
1860,20240123,496,True,13.4,360,12,5
1861,20240516,497,True,6.9,30,1,3
1862,20240715,497,True,6.5,90,3,2
1863,20241013,497,True,7.0,180,6,3
1864,20250411,497,True,9.0,360,12,3
1865,20251008,497,True,21.7,540,18,3
1866,20250718,498,True,3.4,30,1,5
1867,20250916,498,True,12.2,90,3,3
1868,20251215,498,True,21.5,180,6,3
1869,20230529,499,True,3.2,30,1,3
1870,20230728,499,True,8.3,90,3,5
1871,20231026,499,True,12.7,180,6,2
1872,20240423,499,True,22.1,360,12,2
1873,20241020,499,True,3.8,540,18,3
1874,20241223,500,True,23.3,30,1,3
1875,20250221,500,True,21.8,90,3,4
1876,20250522,500,True,3.4,180,6,3
1877,20251118,500,True,9.1,360,12,3
1878,20260517,500,True,8.2,540,18,4
1879,20220328,501,True,18.8,30,1,5
1880,20220527,501,True,6.5,90,3,4
1881,20220825,501,True,23.7,180,6,3
1882,20230221,501,True,4.9,360,12,3
1883,20230820,501,True,19.1,540,18,3
1884,20250603,502,True,13.9,30,1,3
1885,20250802,502,True,6.5,90,3,3
1886,20251031,502,True,3.9,180,6,3
1887,20260420,503,True,5.8,30,1,3
1888,20260619,503,True,8.6,90,3,3
1889,20260917,503,True,16.9,180,6,3
1890,20270316,503,True,15.4,360,12,3
1891,20270912,503,True,13.8,540,18,5
1892,20250507,505,True,12.4,30,1,3
1893,20250706,505,True,9.9,90,3,3
1894,20251004,505,True,2.4,180,6,3
1895,20260402,505,True,19.8,360,12,4
1896,20220303,506,True,15.9,30,1,3
1897,20220502,506,True,22.2,90,3,5
1898,20220731,506,True,11.8,180,6,5
1899,20230102,507,True,20.9,30,1,3
1900,20230303,507,True,20.8,90,3,3
1901,20230601,507,True,18.8,180,6,3
1902,20231128,507,True,17.2,360,12,3
1903,20240526,507,True,16.2,540,18,2
1904,20230420,508,True,13.8,30,1,4
1905,20230619,508,True,8.9,90,3,3
1906,20230917,508,True,3.9,180,6,3
1907,20240315,508,True,12.8,360,12,3
1908,20221114,509,True,6.9,30,1,2
1909,20230113,509,True,19.1,90,3,3
1910,20230413,509,True,15.5,180,6,3
1911,20231010,509,True,20.5,360,12,4
1912,20240407,509,True,20.6,540,18,4
1913,20250731,510,True,17.9,30,1,3
1914,20250929,510,True,2.4,90,3,4
1915,20251228,510,True,9.9,180,6,5
1916,20260626,510,True,18.4,360,12,3
1917,20260916,511,True,19.3,30,1,3
1918,20261115,511,True,17.1,90,3,4
1919,20270213,511,True,20.6,180,6,3
1920,20270812,511,True,21.7,360,12,3
1921,20280208,511,True,4.8,540,18,3
1922,20220522,513,True,21.8,30,1,2
1923,20220721,513,True,13.7,90,3,4
1924,20221019,513,True,14.3,180,6,4
1925,20230417,513,True,12.6,360,12,3
1926,20231014,513,True,16.9,540,18,4
1927,20230129,514,True,10.3,30,1,2
1928,20230330,514,True,5.5,90,3,3
1929,20230628,514,True,21.9,180,6,5
1930,20231225,514,True,8.9,360,12,3
1931,20240622,514,True,3.1,540,18,4
1932,20211001,515,True,6.9,30,1,1
1933,20211130,515,True,4.2,90,3,3
1934,20220228,515,True,17.5,180,6,4
1935,20250512,516,True,3.0,30,1,3
1936,20250711,516,True,7.3,90,3,4
1937,20251009,516,True,22.6,180,6,3
1938,20260413,517,True,20.5,30,1,4
1939,20230628,518,True,3.8,30,1,4
1940,20230827,518,True,3.0,90,3,4
1941,20231125,518,True,3.6,180,6,3
1942,20240523,518,True,22.7,360,12,1
1943,20241203,519,True,13.9,30,1,4
1944,20250201,519,True,13.3,90,3,3
1945,20250502,519,True,10.5,180,6,3
1946,20251029,519,True,6.9,360,12,3
1947,20260427,519,True,21.9,540,18,3
1948,20230817,520,True,5.7,30,1,3
1949,20231016,520,True,11.2,90,3,2
1950,20240114,520,True,13.5,180,6,4
1951,20240712,520,True,6.1,360,12,3
1952,20241001,521,True,6.1,30,1,3
1953,20241130,521,True,17.8,90,3,3
1954,20250228,521,True,9.1,180,6,3
1955,20250827,521,True,22.8,360,12,4
1956,20251006,522,True,15.9,30,1,4
1957,20251205,522,True,5.0,90,3,1
1958,20260305,522,True,10.8,180,6,3
1959,20240730,523,True,15.8,30,1,2
1960,20240928,523,True,22.6,90,3,3
1961,20241227,523,True,23.6,180,6,4
1962,20250625,523,True,13.9,360,12,3
1963,20251222,523,True,21.9,540,18,3
1964,20210730,524,True,18.0,30,1,5
1965,20210928,524,True,22.3,90,3,3
1966,20211227,524,True,17.4,180,6,3
1967,20230801,525,True,11.2,30,1,3
1968,20230930,525,True,11.8,90,3,3
1969,20231229,525,True,10.7,180,6,3
1970,20240626,525,True,16.4,360,12,3
1971,20240829,526,True,5.0,30,1,3
1972,20241028,526,True,19.8,90,3,5
1973,20250126,526,True,9.0,180,6,4
1974,20250725,526,True,3.3,360,12,3
1975,20260121,526,True,22.2,540,18,3
1976,20230510,527,True,2.3,30,1,1
1977,20230709,527,True,3.5,90,3,3
1978,20231007,527,True,19.8,180,6,3
1979,20240404,527,True,7.5,360,12,3
1980,20240624,528,True,4.5,30,1,3
1981,20240823,528,True,2.2,90,3,2
1982,20241121,528,True,15.2,180,6,3
1983,20250520,528,True,6.2,360,12,4
1984,20251116,528,True,4.9,540,18,3
1985,20220309,529,True,11.4,30,1,5
1986,20220508,529,True,4.3,90,3,3
1987,20220806,529,True,23.1,180,6,1
1988,20220701,530,True,17.4,30,1,3
1989,20220830,530,True,7.0,90,3,4
1990,20221128,530,True,3.0,180,6,5
1991,20230527,530,True,16.0,360,12,5
1992,20230723,531,True,16.9,30,1,3
1993,20230921,531,True,7.5,90,3,5
1994,20231220,531,True,14.4,180,6,4
1995,20240605,532,True,19.1,30,1,3
1996,20240804,532,True,6.2,90,3,3
1997,20241102,532,True,11.7,180,6,3
1998,20250501,532,True,2.9,360,12,2
1999,20251028,532,True,13.4,540,18,5
2000,20250225,533,True,18.2,30,1,3
2001,20250426,533,True,9.1,90,3,4
2002,20250725,533,True,8.6,180,6,3
2003,20260121,533,True,23.3,360,12,5
2004,20240405,534,True,3.4,30,1,2
2005,20240604,534,True,3.6,90,3,3
2006,20240902,534,True,7.9,180,6,2
2007,20250301,534,True,7.6,360,12,3
2008,20250426,535,True,15.6,30,1,2
2009,20250625,535,True,9.2,90,3,4
2010,20250923,535,True,16.8,180,6,3
2011,20260322,535,True,9.0,360,12,4
2012,20211226,536,True,16.1,30,1,3
2013,20220224,536,True,17.1,90,3,4
2014,20220525,536,True,7.4,180,6,3
2015,20221121,536,True,16.9,360,12,3
2016,20230520,536,True,6.8,540,18,3
2017,20220708,537,True,7.7,30,1,5
2018,20220906,537,True,5.5,90,3,3
2019,20221205,537,True,20.7,180,6,3
2020,20230603,537,True,11.2,360,12,3
2021,20230721,538,True,16.9,30,1,5
2022,20230919,538,True,8.8,90,3,3
2023,20231218,538,True,14.2,180,6,3
2024,20240615,538,True,16.8,360,12,3
2025,20241212,538,True,15.9,540,18,3
2026,20230929,539,True,3.0,30,1,4
2027,20231128,539,True,12.9,90,3,4
2028,20240226,539,True,11.2,180,6,4
2029,20240824,539,True,8.2,360,12,1
2030,20250220,539,True,16.8,540,18,3
2031,20230907,540,True,17.3,30,1,2
2032,20231106,540,True,20.7,90,3,1
2033,20240204,540,True,11.5,180,6,3
2034,20240826,541,True,8.4,30,1,3
2035,20241025,541,True,10.9,90,3,2
2036,20250123,541,True,4.7,180,6,2
2037,20250722,541,True,9.8,360,12,2
